2136.9,1836.5,1829.9,1713.7,1635.2,1633.5,1639.2,1645.7,1639,1641.2,1643.8,1656.3,1657.8,1660,1665,1668.9,1678,1686.3,1695.2,1699,1707.8,1726.4,1736.6,1749.4,1758.5,1767.8,1778.4,1794.9,1816.6,1838.5,1857.9,1877.6,1897.9,1906,1821.8,1824,1827.2,1829.5,1730.6,1733.3,1708.2,1681.7,1685.8,1688.2,1689.3,1590.8,1591.3,1574.7,1536.8,1520.7,1454.1,1385.4,1307.9,1250.2,1239.7,1242.4,1248.3,1257.7,1222.5,1226.7,1229.5,1239.3,1217.4,1218.4,1222.8,1201.5,1185.2,1190.2,1191.7,1183.6
2110.1,1815.6,1809.4,1694.4,1613.1,1613.3,1620.2,1625.6,1617.9,1620.9,1633.1,1639.1,1645.7,1641.8,1649.2,1660.4,1667.7,1676,1675.6,1683,1700.3,1710,1721.1,1729.1,1736.1,1744.9,1759.5,1779.1,1798.1,1820.6,1839.4,1862.5,1880,1872.1,1786.9,1790.4,1792.1,1795.5,1699.8,1701.9,1679.4,1654,1657.3,1657.9,1657.7,1561.4,1560.2,1543,1502.7,1486,1420.3,1354,1279.2,1221.3,1211.4,1214.5,1222,1224.7,1190.7,1193.3,1199.3,1206.4,1186.7,1187.5,1191.3,1175.2,1161.5,1163.7,1167.2,1163.9
2082.7,1791,1788.8,1673.9,1589.9,1593.7,1599.2,1602.3,1599.5,1610.2,1615.3,1630.8,1627.6,1626.1,1639.6,1647.9,1658.6,1656.8,1656.9,1672.7,1682.4,1695.7,1701.3,1707.8,1713.4,1725.7,1743.5,1760.7,1780.5,1803.9,1825.6,1846.6,1846,1840.1,1753.9,1756.4,1759.5,1762.7,1668.5,1670.6,1649.3,1626.1,1624.3,1625.1,1623.1,1529.6,1527.8,1508.8,1469.3,1450.9,1386.8,1323.4,1250,1191.3,1183.3,1186.6,1187,1188.4,1156.4,1159.8,1165.2,1166.9,1155.2,1154.4,1163,1147.2,1135.3,1137.5,1145.4,1141.1
2054.4,1765.1,1766.5,1651,1565.7,1568.6,1571,1574.4,1582.1,1586.4,1601.6,1605.4,1606.8,1612.7,1621.6,1634.9,1634.5,1637.2,1647.2,1655.1,1667.6,1674.4,1678.6,1683.8,1692.9,1708.9,1723.8,1742,1763.2,1788.9,1808.2,1827.2,1810.9,1807,1721.7,1725.5,1729,1730.9,1638.1,1640.5,1620.5,1600.2,1592.8,1593.7,1590.4,1500.9,1503.4,1479.5,1439.2,1417.4,1352.3,1290.7,1219.1,1159.8,1152.9,1154.8,1151.3,1154.8,1123.3,1125.7,1125.9,1136.7,1124,1125.2,1126.4,1118.3,1113,1116.7,1119.9,1118.9
2030.8,1749,1748.3,1633.7,1546.7,1548.6,1552.1,1558.7,1561.1,1576.1,1582.6,1587.6,1592.3,1596.2,1612.6,1613.9,1614.9,1621.3,1625.6,1638,1643.8,1651.5,1657.8,1664.9,1677.9,1691.4,1708.2,1726.1,1749.3,1771.9,1789.3,1805.9,1775,1771.3,1686,1689.5,1691.2,1693.8,1606.1,1607.4,1587.2,1567.9,1559.1,1561.9,1556.7,1470.7,1473.4,1447.2,1406.4,1384,1321.5,1262.9,1192.4,1134,1128.1,1129.7,1122.3,1125.8,1095.2,1097.1,1102.2,1107.6,1099.4,1100.7,1101.9,1096.3,1093,1096.8,1103.4,1102
1998.9,1723.3,1725.4,1610.2,1521.6,1523.9,1532.6,1536.5,1546.9,1554.4,1561.4,1569.5,1571.7,1582.8,1590.4,1590.7,1595.4,1598.2,1603.9,1610.4,1615.7,1624.5,1630.8,1642.6,1652.2,1667.5,1683.8,1704.6,1724.8,1747.3,1761.8,1780,1733,1730,1645,1647.2,1650,1652.7,1568.4,1570.2,1550.7,1532.4,1523.3,1524.9,1518.6,1435.2,1435,1407,1367.9,1346,1286.8,1232.4,1164.8,1108.9,1104.6,1104.4,1094.5,1097.2,1068.3,1072.7,1074.3,1082.2,1078.1,1075.7,1077.2,1073.6,1070.7,1076.8,1081.6,1079.7
1968.2,1701,1706,1590.7,1499.8,1506.4,1512,1520.6,1525.6,1534,1545.2,1551.1,1559.4,1562.9,1569.3,1575.5,1575.1,1579.7,1582.4,1587.8,1593.3,1601,1613,1621,1633.7,1649,1667.7,1685.2,1705,1723,1739,1757,1693.7,1690.8,1606.2,1608.9,1611.6,1611.6,1533.6,1535.3,1516.8,1498.4,1488,1489.9,1483.2,1403,1400.8,1373.4,1334.9,1314.1,1256.4,1204.9,1141,1085.7,1082.6,1081.2,1069.7,1070.4,1046.7,1048.8,1052.5,1064.1,1058.3,1054.3,1056.3,1055.4,1053.9,1058.6,1062.3,1071.7
1936.4,1679.5,1682.1,1565.9,1476.8,1482.3,1491.9,1496.1,1500.2,1511.7,1520.6,1532.9,1536.7,1540.2,1550.7,1552.5,1557.1,1558.7,1559,1566.1,1570.2,1583.4,1590.8,1600.7,1612.8,1629.3,1644.5,1662.3,1678,1697.6,1714.2,1718.7,1653,1650.3,1567.2,1569.6,1570.6,1572.7,1497.2,1498.2,1481,1463.5,1452.7,1454.5,1448,1372.8,1369,1340.5,1302.4,1280.1,1225.7,1178.6,1117,1064.9,1062.3,1058.3,1046.9,1048.5,1026.4,1029.1,1036.4,1041.1,1036.8,1034.5,1037.3,1038.5,1039,1043.3,1054.8,1061.5
1903.5,1656.2,1662.3,1543.5,1455.5,1464.4,1470.1,1474.2,1481.3,1490.6,1506,1513.5,1516.6,1523.6,1530.6,1539.4,1537.1,1537.4,1538.7,1543.1,1553.3,1562.2,1570.7,1580.7,1594.9,1608.4,1624,1638,1655.4,1675.7,1678.5,1679.7,1614.7,1612.2,1530,1530.6,1533.4,1533.5,1461.8,1463.2,1446.8,1430.5,1417.2,1418.9,1412.3,1341,1336.7,1308.1,1272.8,1250.7,1198.9,1155.5,1097.2,1045.8,1045.1,1038.3,1025.6,1025.5,1007.4,1011,1014,1017.9,1016.8,1013.7,1024.8,1022.6,1023.5,1035.6,1044.7,1056.8
1870.2,1635,1638.4,1521.9,1436.6,1443.5,1448.9,1451.5,1457,1472.6,1482.9,1489.9,1495.9,1502.5,1515.5,1516,1515.3,1516.4,1517.9,1528.4,1534.3,1542.2,1551.8,1563.7,1576.8,1591.6,1603.5,1619.7,1638.5,1659.6,1643.7,1645.9,1580.3,1577,1497,1498.8,1499.7,1501.1,1432.1,1432.3,1418.2,1400.9,1388.7,1391.8,1385,1317.4,1310.5,1280.6,1244.4,1221.4,1169.1,1127,1072.9,1024,1023.8,1017.4,1006.5,1010.5,990.89,994.85,997.61,1006.6,997.59,1007,1008.6,1010.2,1017.7,1032.5,1046,1057.8
